adview,views,likes,dislikes,comment,category,days,duration
4,3025248,7663,545,929,5,1303,5225
3,1009854,260,199,40,8,846,284
1,1186729,1152,295,96,4,849,9781
5,960475,621,391,73,4,1811,2650
1,361880,7123,469,3277,4,978,304
27,99841,1270,11,99,5,1682,52
4,397,0,0,1,4,670,38
13,750238,6013,600,517,2,927,291
7,493176,626,78,21,3,1692,1000
2,6500,71,27,12,7,1519,228
1,12250,0,0,0,4,2172,287
2,2850562,8733,1319,395,5,994,490
2,97133,0,0,11,8,1330,3485
1,455881,2975,35,95,5,731,606
4,2456930,21748,1393,5595,4,951,171
2,67541,691,19,66,4,853,363
3,4662,4,0,0,4,1726,851
1,49444,9,0,6,4,1221,46
3,2276,3,0,0,7,2088,332
4,626951,6963,122,251,2,1758,218
4,525905,530,346,0,8,885,189
23,2042,6,0,2,4,784,61
1,161036,187,23,12,8,1783,119
1,115831,836,30,53,3,1159,4783
2,33349,72,8,2,6,2198,144
1,407068,1648,48,92,7,2608,366
6,1174320,3243,215,140,4,1621,267
1,456578,1587,253,4777,4,992,423
8,104197,74,16,1,5,1249,2569
14,139620,452,13,105,7,2967,120
12,265367,755,66,97,4,2202,1835
1,289507,972,77,56,7,899,163
1,1169774,5269,228,244,7,2186,240
1,3462,35,1,0,3,864,6251
1,924783,4636,627,2125,6,1119,166
1,354295,248,149,7,5,1437,7571
1,28750,49,3,4,5,2719,639
1,75114,68,5,7,5,1202,69
4,1012490,5080,175,1307,4,1304,253
37,8060603,24124,2897,2733,7,953,183
1,151696,1674,13,222,6,912,303
2,233652,2441,46,231,6,860,263
1,146228,448,27,91,7,2949,355
4,56642,92,5,21,5,2729,667
1,14223,498,15,10,7,1688,220
5,694410,758,74,83,7,1726,6230
2,516191,5755,186,1366,4,815,3183
1,346730,833,87,57,7,1693,280
4,106010,304,41,0,2,1894,451
2,662499,294,190,31,4,803,130
1,787155,509,159,162,7,1392,5398
1,166285,794,26,97,1,1310,499
1,152,1,0,1,4,1013,241
13,2171205,7006,275,904,7,2685,223
7,1224,3,0,0,4,915,31
5,747691,4506,138,137,5,1301,741
2,665167,2909,142,171,4,954,519
2,452892,1906,304,772,6,1389,215
4,5116708,29012,453,2454,4,2080,209
4,358725,539,185,153,8,1290,100
14,629525,607,315,155,4,2025,2193
5,235551,567,31,13,4,3216,438
233,2574107,5209,385,116,4,1697,185
28,2838,38,0,1,6,767,17
2,701744,1248,209,130,4,1093,9180
1,161926,1915,54,313,5,1001,1612
1445,16565,31,6,1,3,817,97
25,42375,294,22,32,4,856,126
1,350294,1122,209,222,4,662,2290
17,4279629,15893,435,1158,7,1905,226
1,128570,68,37,13,4,2268,2388
1,196706,1182,75,180,4,912,783
1,146407,313,15,13,5,1026,193
1,5865,10,1,2,7,2161,320
1,830303,1200,199,332,8,862,349
1,113852,190,37,12,4,2333,3011
87,864956,2648,318,347,7,1909,1271
6,527446,1656,173,134,7,2219,3120
4,446502,544,54,23,4,2455,344
1,1335,13,2,0,4,869,230
326,1723687,1593,257,122,7,2133,2025
9478,345929,2609,83,234,7,1092,228
54,4046966,7784,1534,521,3,854,221
1,47196,242,9,21,7,1746,1248
16,1634479,3063,557,270,4,1431,10360
2,111885,2680,36,1317,6,804,151
1,146244,594,38,19,4,619,83
1,83537,185,20,9,4,1836,178
6,20404,32,12,0,5,1656,686
17,1436705,384,224,17,4,1506,114
1,2294,11,0,0,5,1159,66
4,3909300,18481,421,1507,2,1227,359
827,6074,17,3,0,4,1622,1818
4,120914,570,17,10,4,1117,263
1,41388,236,11,28,7,1612,378
8,1880978,1100,175,29,4,1478,911
2,34282,116,10,6,7,1064,271
1,9185,39,0,3,7,822,296
24,551333,6824,498,18025,2,725,398
4,68492,667,40,143,2,1863,289
1,470233,2736,118,371,5,2002,1906
27,2591155,5793,3171,794,7,898,75
1,35812,64,1,1,4,897,51
1,59783,84,8,5,5,1864,4220
1,1161821,2638,540,208,4,1295,400
2,186971,363,37,14,4,1701,631
1,15372,46,7,40,4,1173,160
1,15585,174,12,17,7,1167,233
4,1199250,4609,266,227,4,1347,253
2,329044,465,106,29,5,1451,9359
1,144041,319,10,11,7,2088,291
5,7526602,62608,3046,2395,4,1394,285
2,124621,879,25,27,3,1085,1403
3,133942,418,44,29,8,1043,1812
1,6598,9,0,0,7,2989,600
1,185743,2535,114,639,2,970,451
1,11739,57,2,3,4,1506,254
1,130380,900,33,443,7,1942,282
1,66139,218,20,14,6,1390,2373
60,55332157,139259,11843,5511,7,1569,245
10,731822,1069,235,90,4,2218,6707
5174,91926,1537,55,131,7,721,346
3,312294,904,69,283,1,932,870
8,1645986,24054,489,4995,2,861,311
2,12089,19,5,4,5,1246,6418
11,568613,920,92,79,4,3088,761
52565,63209,0,0,1,4,752,21
2,212770,1772,107,1606,5,851,325
2,403130,660,135,33,4,1874,3590
2,1361366,1384,757,185,7,838,240
2,2419479,1831,499,68,2,1019,618
5,1072196,3070,137,336,4,1338,888
93,64310773,20397,10258,23,8,1193,0
2,155844,813,22,142,4,806,1189
6775,8626,23,0,0,4,1354,97
1,2059,34,1,5,7,1940,244
2,63893,420,18,182,4,802,499
1,21098,211,15,51,4,856,193
17,766657,651,257,98,4,1930,2452
2,6138,35,1,4,3,2063,557
4,128740,154,7,21,4,3205,579
1,277606,1725,101,117,7,1198,863
2,26848,200,2,91,4,797,569
1,289432,1376,60,90,4,1657,140
3,1164965,1166,274,100,4,1117,8526
1,35441,22,9,2,4,2517,264
54,1266723,1865,345,238,4,2143,301
2,111543,16,53,0,4,935,56
4,220464,961,69,185,4,1113,2182
6,1018682,8718,265,938,4,835,2591
1,195844,643,22,27,7,1657,314
1,1387094,10663,260,1859,2,1087,1174
2,6064002,62476,2277,2217,4,1198,334
1,74778,47,9,1,4,2363,116
1,414091,1248,749,25,5,630,3655
2,209764,296,44,31,4,1129,8057
1,12585,126,3,7,2,1701,329
335,416,4,0,5,4,1484,37
3,591647,563,232,252,4,1781,2561
4,449299,1020,98,23,4,2495,658
1,212438,298,73,62,4,941,149
7,69201,172,26,60,4,1773,940
1,681582,1364,111,65,4,1289,831
8114,12152,14,7,3,4,1383,210
1,11151,101,2,17,4,1025,239
1,378605,431,59,160,4,998,186
1,8237,481,0,107,7,1157,192
1574,3911,109,7,17,6,628,193
8,444207,342,129,37,5,2125,8563
19,49214,36,5,0,4,1898,939
1,32947,42,38,2,7,1891,48
1,109290,461,8,9,5,1653,303
10,528926,853,94,16,4,2420,602
4,3368,37,4,7,6,943,688
1,821015,6235,354,122,4,976,97
3,606200,1445,274,132,4,1053,357
7,2949850,1673,1220,335,4,863,602
5,1063341,3093,203,84,4,2445,433
3,954453,8005,340,2894,8,1147,438
10,101947,472,12,62,2,1293,1112
1,1364461,15354,157,1672,2,1207,424
3,652434,2142,52,304,4,889,100
1,63384,102,19,9,5,1055,4004
18,3742945,2466,1058,622,7,1457,5328
1,173721,84,37,5,4,1524,303
4,420562,1593,104,139,4,1517,2200
1,400201,9157,223,1217,6,1024,574
1,20003,234,11,62,6,897,655
4,689517,3236,94,266,2,1180,232
6,2122534,5281,604,2788,6,1190,350
1,24366,789,13,85,4,872,367
1,67136,126,20,11,4,855,135
4,596406,3052,348,1305,6,914,455
1,3130224,17538,1011,263,4,1657,326
2,245897,715,52,48,4,2774,275
2,572640,798,111,354,4,4017,397
92,1024850,1148,39,53,7,3917,294
2,8075,26,5,6,4,1804,1301
10,6141689,23944,1220,1809,5,2042,219
11,591345,2259,357,1273,2,1540,612
73,514971,1640,171,86,6,2245,221
4,693312,207,166,15,4,2371,541
1,788877,2724,153,1169,4,1070,362
2,63473,106,20,9,4,1463,281
9503,11504,13,2,1,4,1419,163
1,22970,409,7,93,4,2170,265
1,98795,407,19,22,4,1699,3623
1,804,1,1,0,7,1839,244
3,123458,47,27,2,4,2257,62
2,862305,8717,317,2805,5,1066,691
1,336860,1332,117,275,4,989,4507
7,4426961,177473,3315,31165,4,1026,448
2,224613,328,58,18,4,1142,9155
5,84,1,0,0,3,1338,113
9,130094,99,53,3,6,2305,319
10,500385,6297,559,1261,2,802,56
1,49456,1966,34,373,5,609,2602
12,1438508,9149,387,644,7,892,272
349,153940,446,27,35,5,1004,127
1,350569,2227,49,320,1,1386,637
5,380136,783,110,132,8,1527,336
6,2074978,3432,619,291,5,1864,5650
87335,345753,3729,105,1016,4,851,396
4,343081,2355,82,2472,5,862,372
1,1132854,2333,436,158,7,1388,362
1,293873,355,125,49,4,1582,9492
9,363764,335,41,9,4,3015,338
1,125046,537,69,931,3,1141,3529
2,21380,44,5,0,7,876,153
51,2972,42,2,3,4,696,176
1,88863,623,14,17,3,1084,2400
1,130947,226,80,7,4,1122,8824
86,1123108,6711,432,353,4,1739,1037
2,161543,3721,146,1758,4,840,1360
9,39615,167,9,9,3,1985,115
2,293167,4380,227,624,4,1430,1466
1,30481,330,23,20,4,848,241
1,210711,1845,93,448,5,818,438
1,80616,187,15,42,4,1867,474
4,1296161,1068,285,85,4,2026,3387
4,1826554,1884,847,94,4,932,102
1,783333,2103,254,153,4,813,137
1,432679,2227,80,53,7,897,499
5,191,5,0,0,4,794,88
4,77188,246,34,41,7,1445,2669
11,1218778,14773,693,4324,6,825,247
1,89540,78,21,2,4,1407,6991
90,664121,379,67,55,4,2564,43
4,1419140,22989,260,18112,2,814,386
1,81545,639,43,1034,4,886,659
2,562978,7223,184,700,7,867,248
1,4636,7,0,0,5,2375,261
4,189779,592,59,14,6,2894,300
2,650417,611,244,74,4,1194,7502
1,22386,205,8,87,3,1855,1079
27650,35424,31,62,0,3,1474,154
3,2058731,3755,558,455,7,2493,1646
1,18232,9,0,0,4,3008,599
1,46662,85,32,12,5,897,8014
1,360652,412,210,59,5,2549,9006
1,3868,27,2,2,3,1226,213
355,121131,541,21,150,4,1106,414
1,27587,75,16,2,3,1746,1337
4,38122,69,3,9,5,2718,640
6,884960,15476,308,5341,4,861,433
18304,85228,466,5,4,4,1292,165
117,702387,12383,149,1878,2,939,467
2,12119,8,2,0,3,897,181
2,4528,19,0,3,4,655,214
1,254387,3738,149,459,5,762,453
2,220,0,0,0,4,708,35
7,973982,4076,202,199,7,809,4273
1,607446,3999,185,2198,5,1022,265
919,1419,38,0,8,6,813,301
1,22519,58,7,27,8,1441,1453
1,280977,510,79,33,7,1485,372
29,361702,388,36,31,4,2593,250
2,111897,354,29,31,7,2671,225
1,210165,919,209,198,5,1596,287
62,452377,204,46,20,4,2530,54
5,2224039,738,611,94,4,1255,343
1,122632,3126,54,434,1,849,1151
13,5888970,14321,1146,1436,5,939,6005
7,533685,3576,66,651,7,3948,404
1,44524,517,4,200,7,843,47
1,17149,82,6,3,6,1725,2365
2,828537,1163,102,282,7,1485,334
1,12646,54,0,4,7,1937,667
1,168794,760,16,54,7,1129,395
1,6219,13,2,0,4,859,317
7,79500,307,35,16,7,2091,3202
1,136601,896,29,128,6,1336,383
1,25191,38,3,1,2,892,90
1,2539725,6176,348,302,7,2230,154
45,1859489,848,467,33,4,1759,840
5,1511239,15217,591,5425,8,990,1797
63,557957,4684,441,763,2,1763,485
2,53904,33,6,4,4,2507,248
1,107321,722,22,30,7,1677,63
14164,73468,1217,46,113,6,630,403
1,598772,7427,375,902,2,661,430
4693,21767,0,0,0,4,761,181
1,55467,369,55,37,3,975,3642
4,1784618,487,336,173,8,836,374
2,61501,249,27,479,4,863,512
3,1983280,2060,464,186,4,996,7562
453147,611322,593,477,63,5,755,151
79,862323,12381,1467,764,4,867,726
19,5200677,20056,1081,5586,8,1140,60
1,11950,52,3,0,7,1997,394
1,4076,14,1,2,4,1870,458
1,276949,5506,74,641,1,1069,1155
1,112394,119,11,31,5,1968,2997
2,204,8,1,11,4,835,595
1,22517,107,5,54,5,808,187
1,3389,13,0,0,6,920,41
8,62883,260,10,63,4,1905,954
1,116695,167,18,8,4,2904,842
1,120542,205,45,55,4,2089,2167
1,327971,1818,66,272,2,856,242
1,214813,57,53,1,4,1633,4136
25,78573,39,21,2,3,951,138
1,13374,44,1,3,4,1699,818
80,1112987,313,229,18,5,1836,915
23927,94015,140,9,11,2,1872,67
118185,130922,22,0,4,5,850,21
54,108933,813,55,199,6,1088,826
1,55496,339,22,216,4,1997,503
1,215746,230,84,17,4,1241,7749
2,148701,209,70,3,4,1619,2085
1,48528,1100,5,62,3,981,978
1,391420,3186,391,6770,4,1002,611
5,76255,77,15,5,1,2315,242
2,834852,1743,147,86,4,2541,366
1,850779,2007,137,390,2,1370,188
2,766428,3838,1451,4091,2,855,300
1,3760070,9328,1803,1367,7,667,4379
2,331,11,0,2,4,813,504
2,152,1,0,2,4,715,30
5,4200,2,0,0,4,1791,685
2,386041,641,36,16,8,1461,241
2,374664,758,134,25,4,1962,226
9,6295954,47209,2022,4209,4,1093,169
1,76838,311,13,27,5,1257,186
1,1423057,8854,276,645,4,988,268
1,202293,281,19,14,4,925,289
2,321530,476,100,95,4,1211,240
1,196,0,0,0,3,1461,58
5,867,3,0,1,5,1151,1459
3,113761,1011,8,77,4,734,113
1,30601,140,6,1,7,2938,563
1,131731,93,30,16,5,2591,8380
1,21553,403,6,20,6,1030,290
1,44167,33,18,1,5,1592,8893
1,13394,124,1,11,7,1308,334
1,509665,4098,61,158,4,1328,224
1,1881862,308,189,41,4,1962,116
43,300826,351,79,47,4,1802,901
2,65589,73,11,2,4,1380,8878
2,173525,424,49,26,3,2082,186
7,118888,61,23,5,4,2265,93
2,106958,461,11,61,7,1231,252
1,20332,99,10,7,3,2063,505
8,506843,5047,244,386,5,994,1280
1,555504,1043,96,41,4,1110,438
1,27935,331,11,37,4,997,131
1,780581,10152,130,1209,2,1095,449
1,165566,3319,581,644,4,852,327
105,2560633,9573,947,872,7,881,252
1,467,24,0,19,6,1861,763
1,205345,265,27,53,4,851,221
10,487096,5784,268,960,2,731,319
1,234343,310,49,52,7,1277,42317
1,75986,38,15,7,5,2405,7511
1,4563,41,3,0,4,864,14
4,481891,543,197,285,4,2094,2263
1,5774,27,0,1,7,1758,143
1,396765,1890,105,861,4,983,357
1058,12334,91,6,21,7,1475,261
2,82558,84,28,14,4,991,306
2,90231,135,15,15,4,1935,1223
1,679480,17915,2077,1890,4,713,604
2,807683,441,179,20,4,1129,882
9,85356,150,0,3,4,1400,259
3,1820759,42025,1609,16726,4,858,456
1,159762,2657,1335,500,5,1236,428
1,71160,2774,38,189,1,848,1042
1,39491,1193,9,43,4,1162,294
1,322494,285,53,1,3,902,130
1,547,14,1,9,1,1994,2580
3,19922,102,3,30,4,1832,453
11,661629,735,106,15,4,1998,365
3782,5751,2,0,0,4,1324,402
1,1244404,32590,205,6651,2,1101,210
2,274696,467,16,32,4,3199,364
3,34945,143,3,6,7,1901,228
2,230886,2323,37,470,6,709,393
1,72961,223,26,46,1,1823,362
228,12104341,11820,3825,1847,7,1521,7250
2,13900,19,2,4,4,2623,551
1,7639,43,1,1,5,1841,277
1,9696,18,1,1,4,1755,51
1,3225,105,2,20,2,1835,432
3,914587,6831,344,0,4,1009,3147
2,155052,1639,40,1220,5,886,196
1,150952,2017,298,323,4,903,193
2,25061,446,3,55,6,2086,653
3,281436,1233,37,50,4,1783,641
1,21752,424,4,140,7,1864,490
1,17350,197,6,18,7,2252,281
1,542553,1396,156,160,4,1560,1365
1,23668,29,4,1,7,1971,206
3,55269,209,118,19,2,1320,474
7,900944,3358,228,198,7,837,2901
1,1738512,3548,116,189,7,3008,203
1,100378,261,6,10,4,2119,116
1,817456,2392,75,84,5,1894,215
1,6828,6,0,2,7,1458,51
2,109747,391,63,23,6,1929,1952
3,67734,250,8,17,4,1677,511
4,162273,123,14,3,4,2413,219
1,244082,821,37,51,4,1321,234
1,5991,0,0,3,4,776,164
2,11858,45,17,13,2,2101,83
2,176760,374,53,78,4,809,607
3,2832,7,0,1,5,933,82
13,3658826,15179,563,671,7,1373,205
39,219978,606,25,5,5,1296,309
31,166649,782,26,25,5,1941,145
1,59233,236,29,226,4,857,626
12,1090672,8173,973,1104,4,2231,137
4,84597,816,56,142,4,861,211
2,666513,1103,116,77,4,971,337
10,956736,6412,208,389,7,693,223
1,79538,144,7,13,4,1114,165
1,195626,2131,136,661,6,1159,397
2,690018,2061,223,140,3,1384,141
47504,51583,94,15,9,7,820,228
2,4687998,26468,1579,1009,4,1681,274
1,232075,1768,332,83,7,1188,512
3,988161,1372,337,175,4,1429,493
3,3352068,2917,834,219,8,1224,106
1,893517,1012,136,545,8,1018,149
1,154860,890,19,11,3,1100,173
704516,919357,2294,396,299,7,912,230
22,661955,1055,102,71,4,2653,704
1583846,17070057,98594,4234,7276,5,891,189
1,1698868,815,292,45,7,711,1228
36,3304727,3386,260,153,7,1001,274
4,97575,159,14,17,4,2774,282
7,98186,137,18,10,4,2509,286
2,336335,4200,52,561,1,892,325
1,15965,62,1,0,7,2905,553
2,201454,138,64,20,5,841,141
42,19221442,160147,12493,12622,4,1660,191
5,1573401,29725,644,1920,2,1330,5290
1,42492,16,25,22,1,2315,112
3,344895,2013,130,397,4,1272,276
10,1443315,3592,642,301,4,1143,795
4,263086,160,54,27,4,2318,2533
1,1577433,3648,190,251,2,774,325
1,87622,219,5,26,1,1053,89
1,399768,262,112,33,4,885,117
7,783117,15872,234,3761,2,799,398
1,142731,1584,38,628,3,1329,1171
1,484524,1895,111,177,4,1515,107
4,889255,5816,626,681,8,1663,154
8,439968,252,122,50,4,875,617
1,45996,579,21,23,4,1840,883
1,242342,440,108,28,4,612,633
2,89013,156,12,19,4,907,495
1,217121,395,29,44,1,1020,168
9,2575726,21756,359,702,7,980,312
2,1200,17,0,2,7,1067,243
1,203457,1844,39,73,3,2069,224
1,26848,185,3,7,3,1423,275
1,14968,23,9,4,4,1293,475
2,34705,1059,12,35,4,1132,254
12,1380036,1772,448,102,4,1684,3209
4,5109579,16900,1730,4623,4,1342,515
1,83062,133,24,13,4,2232,2134
2,342917,170,89,23,8,1081,129
146,5482871,52911,2135,2450,4,820,263
4,393364,717,87,56,5,1236,2739
1,164911,259,14,32,7,3345,113
1,325306,928,106,129,2,1334,146
1,37886,51,4,3,1,2104,89
12,432640,230,57,15,4,2060,183
3,409836,981,58,119,2,815,262
3,102557,64,5,11,4,3276,252
406,2944,19,1,11,4,666,188
1,37634,87,5,10,7,2186,218
19,968705,15187,222,1659,7,2052,296
32,2783473,20973,1507,1420,6,878,866
1,750164,1939,143,626,5,775,309
1,172509,401,14,20,4,2518,433
3210,271306,2757,72,141,3,752,2695
1,3927,5,0,0,4,1883,101
1,707,2,0,0,4,1749,99
1,159152,0,0,0,4,1335,177
20,588913,515,191,35,5,2019,628
1,23234,18,10,0,4,796,62
1,41939,386,14,47,4,828,87
16,613582,1446,111,90,4,2428,769
1,4664358,58103,1047,4864,4,677,874
63,3330455,8259,265,615,7,1699,282
1,1064413,6772,465,2681,4,1584,586
1,8190,81,1,10,4,2607,582
5,3808454,17121,1402,759,5,1460,164
1,50847,156,19,14,4,811,40
4,733019,784,207,90,4,843,9052
2,440805,2071,493,1233,4,639,2586
8,8072739,36953,2033,7465,4,1149,445
1,156371,158,106,4,4,1345,51
1,205016,2437,185,194,2,1415,297
9,1655,2,0,0,5,932,21
117,24591440,30590,5231,1727,4,1667,281
1,324993,927,92,134,4,1090,183
1,321629,2131,118,1020,6,1170,471
12,51231,1468,32,286,4,716,416
1,185325,216,41,12,4,1237,9622
4,1182672,3103,179,111,7,1360,271
3,459047,387,152,141,4,1894,2620
1,1591,22,0,9,4,1523,135
68,3476965,3863,1870,240,4,1957,1321
13,1526649,2107,392,99,4,1817,826
14,429636,1188,199,85,4,1934,347
5,1993660,2824,291,95,4,1277,237
2,242775,871,56,41,3,1448,3150
1,27406,108,9,7,6,1311,2182
3,422023,4497,232,1827,4,4793,166
1,66843,42,7,0,4,831,118
1,16437,7,1,1,4,1768,80
24,1020503,2262,171,165,4,3098,67
1,73319,1090,1663,727,4,828,247
2,22577,149,1,12,7,1758,194
1,79050,106,8,9,4,1068,462
2,189463,312,100,35,4,1222,2297
9,294256,451,92,56,4,1846,1346
4,1840149,2488,378,360,8,995,172
1,408698,1923,25,56,7,1909,248
11,564577,0,0,140,6,1842,457
1,958000,11676,394,1245,6,627,353
2,136054,39,29,3,5,2429,7713
19,1104199,6250,1062,377,2,2101,251
3,11154,407,13,116,2,891,903
10,551270,955,116,52,4,2467,709
1,90426,76,20,8,4,1618,316
1,7926,12,0,2,4,1215,21
16,272391,231,58,132,4,2238,183
6020,26044,88,10,8,1,1366,340
4,192344,1028,16,39,4,1719,669
2,109976,1592,70,208,4,980,430
1,437356,11730,344,2170,4,707,407
8,16727,4,3,0,4,1779,678
3,1833881,584,277,53,8,1294,102
2,49239,122,7,27,6,2328,422
1,86809,101,5,14,4,1110,462
2,1208466,1734,247,195,5,1864,5384
43,815717,1619,101,92,4,2555,255
1,122729,1471,42,66,4,802,149
2,7322,4,1,0,3,858,150
1,8308,0,0,0,8,1438,747
1,17348,10,3,1,1,2061,350
1,55673,145,11,23,3,1313,1353
1,1011709,5502,865,1132,7,1269,257
5,1890,34,0,3,6,998,131
3,29609,201,25,162,4,1822,269
19,4040405,16369,8709,7476,4,1720,297
6,1080,0,0,1,4,1442,31
3,109761,169,38,7,7,1071,1802
1,154108,374,3,19,4,1353,287
5,331087,623,143,42,6,1429,133
4,472910,1718,138,46,6,1971,562
65,1082325,22169,523,1060,2,1615,361
1,789278,1441,219,52,4,674,70
9,662850,2844,484,211,7,1528,1450
2,16964,40,1,5,7,2598,184
1,147579,1024,30,75,7,2283,248
1,1046528,1838,884,0,4,659,93
1,85748,96,215,67,6,1823,56
1,687051,6407,273,432,5,624,417
2,203406,103,9,13,4,3267,294
10,76450,908,23,242,6,1128,32
1,1093887,1178,407,111,4,686,7824
1,60882,154,8,36,7,2199,421
2,157969,547,20,15,4,2691,400
1,1775441,1756,731,414,4,721,4234
1,3097,102,1,42,4,2057,201
2,538041,1390,303,1015,4,829,271
9,8174780,11377,3222,582,3,1317,212
1,400321,752,79,64,4,1105,2452
27,23820,386,4,26,4,1590,312
7,12359519,28516,13373,3686,4,2344,103
7,98371,468,25,46,3,1992,238
4,456377,698,75,73,8,903,139
174,2304,3,0,0,4,1683,51
2,11077,71,55,4,7,1891,234
8,553584,976,221,66,4,2375,704
349,3971397,2949,1752,0,4,1004,905
3,393082,1993,347,87,6,1312,2218
7,53792,113,12,15,3,1888,67
1,273474,334,47,62,4,805,343
5933,53787,750,47,125,6,677,751
1,50225,414,16,55,4,799,2055
3,2696207,33335,1492,3341,4,1005,565
23,4086398,5937,1972,388,7,2135,826
1,278643,394,63,41,4,1074,2688
1,3086,34,3,2,4,1700,56
1,96,1,0,0,4,624,223
12567,14042,50,9,3,7,654,180
1,527315,1472,151,127,4,1284,211
1,1846,2,0,0,5,1853,814
1,8702,28,3,5,7,1463,227
2,504229,191,125,1,4,1142,7576
1,48364,398,22,76,4,968,1636
1,88281,191,28,6,4,905,1392
1,175606,853,59,231,3,1241,3534
1,78239,150,3,17,4,900,509
1,19188,31,9,11,7,2339,171
5,114270,131,22,7,4,1752,695
1,106904,880,15,107,4,927,271
1861,4144,19,1,34,4,605,284
2,3910,114,5,157,6,1686,709
28,4494355,4558,1077,231,4,1478,626
1,1758,13,0,3,3,1156,8721
9,761628,3040,213,724,5,843,742
1,367581,1517,155,5558,4,954,610
1,6354,60,2,8,4,926,342
1,18375,109,2,6,7,1598,365
1,141988,970,39,91,5,1288,1101
1,338775,699,47,96,5,1864,6132
23,1003242,672,244,22,4,920,89
12,955804,4698,329,481,4,903,1217
1,859,6,0,2,4,1367,61
1,497671,425,115,187,4,961,318
2,26862,317,5,163,4,1681,611
26,2892283,3089,842,200,5,1347,8141
69,46206,57,21,2,5,1656,821
2,30117,97,16,12,7,1666,3063
1,603,20,1,3,7,1067,189
2,12331086,61324,1681,7774,7,1050,827
6249,13716,83,0,1,4,1308,40
1,19579,43,4,2,4,2163,622
1,469363,1673,67,83,7,998,126
2,58418,76,8,1,4,2077,82
2,42046,25,12,2,4,1871,100
2,93346,225,14,98,8,863,352
3,49930,261,66,10,4,1681,312
2677,4042,13,0,1,7,789,217
1,9061,115,0,5,4,1860,538
6,1118,9,0,1,3,1286,252
1,142204,181,68,37,6,2892,437
4,1699859,11300,2134,1258,4,959,310
1,22145,17,7,2,4,2078,95
10,1915566,4436,247,193,4,917,181
1,28586,54,7,4,4,902,252
3,92564,573,77,26,4,858,78
2,5156,26,1,4,3,1881,122
1,339588,676,61,202,4,829,2244
10,170262,107,64,21,4,867,498
1,86381,400,19,8,5,1461,88
9,4670957,12865,2180,541,4,1759,177
316,7076936,1888,1611,477,4,2386,86
1,5909,23,1,3,4,1402,848
2,1439757,3851,209,195,7,852,311
2,44328,0,0,30,8,1393,3275
1,2680,4,3,1,4,1695,872
2,47234,170,8,7,7,1930,227
2,77187,128,5,17,5,2718,671
10,48707,118,11,8,4,1712,793
3,260,0,0,1,4,1396,130
1,103199,14,8,3,4,1304,21
4,3942339,13142,1733,6335,3,1500,310
6,1307382,2713,2317,176,2,1362,454
1,370533,7345,164,2130,4,904,584
2,697563,3238,451,1954,6,1240,319
5,118002,123,6,52,1,3378,281
1,321771,349,43,23,4,854,216
12,495157,584,97,41,6,2165,114
2,838934,2805,135,386,7,1444,246
76,4933493,15601,626,1482,7,4716,294
2,203772,254,9,7,4,1269,25
4,550842,909,102,122,7,1684,3542
5,118321,458,23,14,4,2392,6084
1,2045759,1455,787,138,4,830,654
1,35856,144,3,10,7,1897,343
17,712164,843,153,55,4,2166,6247
63,351051,5354,137,598,7,2203,155
2,202195,629,80,385,8,848,512
1,37176,427,5,56,6,1223,254
